Ride_id,Date,Season_type,Year,Month,Hour,Holiday,Weekday,Weather,Temperature
600,28-01-2011,Spring,2011,January,5,FALSE,Friday,"Misty, Cloudy",0.18
601,28-01-2011,Spring,2011,January,6,FALSE,Friday,"Misty, Cloudy",0.18
602,28-01-2011,Spring,2011,January,7,FALSE,Friday,"Misty, Cloudy",0.16
603,28-01-2011,Spring,2011,January,8,FALSE,Friday,"Misty, Cloudy",0.16
604,28-01-2011,Spring,2011,January,9,FALSE,Friday,"Light Rain,Thunderstorm",0.18
605,28-01-2011,Spring,2011,January,10,FALSE,Friday,"Light Rain,Thunderstorm",0.18
606,28-01-2011,Spring,2011,January,11,FALSE,Friday,"Light Rain,Thunderstorm",0.18
607,28-01-2011,Spring,2011,January,12,FALSE,Friday,"Light Rain,Thunderstorm",0.18
608,28-01-2011,Spring,2011,January,13,FALSE,Friday,"Light Rain,Thunderstorm",0.18
609,28-01-2011,Spring,2011,January,14,FALSE,Friday,"Light Rain,Thunderstorm",0.22
610,28-01-2011,Spring,2011,January,15,FALSE,Friday,"Misty, Cloudy",0.2
